"asv_id","dtype","predictor","mean_abs_deriv","sd_abs_deriv","n_points","prop_sig_region"
"ASV_002","rna","water_temp",0.0567844781367101,0.0244267442328162,100,0.14
"ASV_002","rna_dna","water_temp",0.0195283633381951,2.52731208378299e-06,100,0
"ASV_002","dna","specific_conductivity",1.95554156495285,1.23278701708177e-05,100,0
"ASV_002","rna","specific_conductivity",0.669363029361121,4.4894282495048e-05,100,0
"ASV_002","rna_dna","specific_conductivity",5.40422042910704,3.61157972980989,100,0
"ASV_002","dna","salinity",4.20305391714532,3.16339901939697e-05,100,0
"ASV_002","rna","salinity",8.91943526622453,7.12230748960275e-05,100,0
"ASV_002","rna_dna","salinity",10.7280923233027,0.000162398013891861,100,0
"ASV_002","dna","total_nitrogen",0.312260651324788,5.14143157291781e-06,100,0
"ASV_002","rna","total_nitrogen",0.189569863283905,1.19750508998942e-06,100,0
"ASV_002","rna_dna","total_nitrogen",0.00178258396349736,1.69814403447375e-05,100,0
"ASV_002","dna","total_phosphorus",0.00477715576948612,0.00221192293456698,100,0
"ASV_002","rna","total_phosphorus",0.0033902724796204,1.33266888812042e-07,100,0
"ASV_002","rna_dna","total_phosphorus",0.00314791180788206,0.00143414142628203,100,0
"ASV_002","dna","doc",0.0181308428872871,0.00950688377996991,100,0
"ASV_002","rna","doc",0.0237408433889302,9.12761663610153e-07,100,0
"ASV_002","rna_dna","doc",0.209746885232047,0.0655629476873571,100,0
"ASV_002","dna","secchi_depth",0.114315353229112,1.34545421028431e-06,100,0
"ASV_002","rna","secchi_depth",0.334748090891907,0.221359075013708,100,0
"ASV_002","rna_dna","secchi_depth",0.229250368061224,0.138838496537417,100,0
"ASV_002","dna","ph",0.0791400664804537,0.000264328114524161,100,0
"ASV_002","rna","ph",0.148552826982984,1.29903415699177e-06,100,0
"ASV_002","rna_dna","ph",0.158643781625358,0.0593761518105658,100,0
"ASV_002","dna","dissolved_oxygen",0.00304083887080038,2.43686337844305e-07,100,0
"ASV_002","rna","dissolved_oxygen",0.0652336550319339,3.88567281807857e-07,100,1
"ASV_002","rna_dna","dissolved_oxygen",0.0576424803537769,3.0309599341917e-07,100,1
"ASV_002","dna","day_of_year",2.07139121692354e-07,1.25432971596172e-07,100,0
"ASV_002","rna","day_of_year",0.000109202065563007,5.04613317377851e-05,100,0
"ASV_002","rna_dna","day_of_year",0.0189746738621697,0.0145889190894707,100,0.06
"ASV_002","dna","days",0.00107956206851246,4.07236021861666e-05,100,0
"ASV_002","rna","days",0.000322917299788172,2.90020415460878e-08,100,0
"ASV_002","rna_dna","days",0.00152820015499389,2.7183313336095e-08,100,1
"ASV_003","dna","water_temp",0.025257618793224,3.69829563024895e-08,100,0
"ASV_003","rna","water_temp",0.0335083448815098,4.51951493376205e-07,100,0
"ASV_003","rna_dna","water_temp",0.00783184434044544,6.26242026087414e-07,100,0
"ASV_003","dna","specific_conductivity",0.676479080304276,6.27998923518525e-06,100,0
"ASV_003","rna","specific_conductivity",1.66479200638409,0.664960502654259,100,0
"ASV_003","rna_dna","specific_conductivity",0.649113855461434,0.428749358473892,100,0
"ASV_003","dna","salinity",2.54813757576262,1.07017690097943e-05,100,0
"ASV_003","rna","salinity",0.413778902941353,8.68924343517063e-05,100,0
"ASV_003","rna_dna","salinity",8.26684051073698,5.67258066089522e-05,100,0
"ASV_003","dna","total_nitrogen",0.116564131974419,1.93196668831709e-06,100,0
"ASV_003","rna","total_nitrogen",0.0533681016239187,5.05842599895967e-06,100,0
"ASV_003","rna_dna","total_nitrogen",0.259842682340493,9.81857556139487e-07,100,0
"ASV_003","dna","total_phosphorus",0.0103477405400687,0.00655043212843533,100,0
"ASV_003","rna","total_phosphorus",0.00331266723415328,8.56664248555816e-08,100,0
"ASV_003","rna_dna","total_phosphorus",0.00367013377593032,1.16684173738051e-07,100,0
"ASV_003","dna","doc",0.000906836428194688,3.90698075658398e-07,100,0
"ASV_003","rna","doc",0.0777233904814175,2.53398494182513e-06,100,0
"ASV_003","rna_dna","doc",0.0882761277816944,2.4886035021135e-06,100,0
"ASV_003","dna","secchi_depth",0.0726847558720201,0.0308436131163602,100,0
"ASV_003","rna","secchi_depth",0.0187023976976848,2.23421807020857e-05,100,0
"ASV_003","rna_dna","secchi_depth",0.144678942724007,0.0676935371807837,100,0
"ASV_003","dna","ph",0.0350638045806705,1.1595702137783e-06,100,0
"ASV_003","rna","ph",0.000516419919586592,1.34568052485335e-06,100,0
"ASV_003","rna_dna","ph",0.0645277327591781,1.1809299679512e-06,100,0
"ASV_003","dna","dissolved_oxygen",0.0560254550275932,1.93886003606482e-07,100,1
"ASV_003","rna","dissolved_oxygen",0.020575226397644,7.50792074997167e-08,100,0
"ASV_003","rna_dna","dissolved_oxygen",0.0763536963315622,7.31369644750118e-08,100,1
"ASV_003","dna","day_of_year",0.00400531639190463,0.00208446313665576,100,0
"ASV_003","rna","day_of_year",0.000414403388832298,0.000235815790627645,100,0
"ASV_003","rna_dna","day_of_year",0.00942521272392201,0.00438854327123255,100,0
"ASV_003","dna","days",0.00143708306338653,0.000142778304351629,100,0
"ASV_003","rna","days",0.000143559926367878,4.92488398139916e-09,100,0
"ASV_003","rna_dna","days",0.0014688496434711,0.000805378750885021,100,0
"ASV_004","dna","water_temp",0.0109619036398731,0.00516152344490368,100,0
"ASV_004","rna","water_temp",0.0116053760125172,7.01541665367571e-07,100,0
"ASV_004","rna_dna","water_temp",0.0835056922707054,0.0644956199982216,100,0
"ASV_004","dna","specific_conductivity",0.303138303474989,3.13874185728822e-05,100,0
"ASV_004","rna","specific_conductivity",1.8152338969584,1.27679517281978e-05,100,0
"ASV_004","rna_dna","specific_conductivity",2.43310372860561,0.00014427331133861,100,0
"ASV_004","dna","salinity",0.295866821342964,5.77752818408086e-05,100,0
"ASV_004","rna","salinity",3.72003528134883,8.10688455040487e-05,100,0
"ASV_004","rna_dna","salinity",2.69095821952838,0.0139856077097439,100,0
"ASV_004","dna","total_nitrogen",0.121577289588432,1.17958624239128e-05,100,0
"ASV_004","rna","total_nitrogen",0.273876131785303,1.18554892285781e-06,100,0
"ASV_004","rna_dna","total_nitrogen",0.482967937291825,0.179357448094283,100,0
"ASV_004","dna","total_phosphorus",0.00108547305199135,0.000786174885786391,100,0
"ASV_004","rna","total_phosphorus",0.00117182568615334,2.87003931808846e-08,100,0
"ASV_004","rna_dna","total_phosphorus",0.00248031282343323,4.47752710174691e-07,100,0
"ASV_004","dna","doc",0.115127709490012,3.38307023669161e-06,100,0
"ASV_004","rna","doc",0.115427719291956,0.0455794193590778,100,0
"ASV_004","rna_dna","doc",0.260636505429599,0.144649431624889,100,0
"ASV_004","dna","secchi_depth",0.0530403689609786,0.0398010664130748,100,0
"ASV_004","rna","secchi_depth",0.1889074429848,1.65697388658255e-05,100,0
"ASV_004","rna_dna","secchi_depth",0.457461533772425,0.325394505336235,100,0
"ASV_004","dna","ph",0.0750320462863415,6.04881875246107e-06,100,0
"ASV_004","rna","ph",0.00933666270621723,1.38778187717603e-06,100,0
"ASV_004","rna_dna","ph",0.11194085356216,4.50076055275295e-07,100,0
"ASV_004","dna","dissolved_oxygen",0.0496927198741105,0.0323385126359735,100,0
"ASV_004","rna","dissolved_oxygen",0.00362266904150843,3.77155572277329e-07,100,0
"ASV_004","rna_dna","dissolved_oxygen",0.0454210806048033,0.0345326791797754,100,0
"ASV_004","dna","day_of_year",0.00436144042135363,0.00273451426163405,100,0
"ASV_004","rna","day_of_year",0.00887645698610184,0.00617419325095482,100,0
"ASV_004","rna_dna","day_of_year",0.0089845446397183,0.00487563418918507,100,0
"ASV_004","dna","days",0.00049625057782625,6.47018511260803e-05,100,0
"ASV_004","rna","days",0.000361057509959419,8.04603259251614e-09,100,0
"ASV_004","rna_dna","days",0.000859686758689895,4.45341642354958e-08,100,1
"ASV_005","dna","water_temp",0.0725052709678998,0.0284283319434666,100,0
"ASV_005","rna","water_temp",0.0140270970673854,1.4550249717314e-05,100,0
"ASV_005","rna_dna","water_temp",0.268835555095901,0.192380475910334,100,0
"ASV_005","dna","specific_conductivity",16.2028330540643,0.000505333828099649,100,0
"ASV_005","rna","specific_conductivity",0.665620986659879,0.000137451897907753,100,0
"ASV_005","rna_dna","specific_conductivity",20.5991373029829,2.31232054754379,100,0
"ASV_005","dna","salinity",48.8147783063501,0.000544156303879344,100,0
"ASV_005","rna","salinity",0.635230657748387,0.000504722628535815,100,0
"ASV_005","rna_dna","salinity",48.7140238381931,0.00104101180609553,100,0
"ASV_005","dna","total_nitrogen",0.0857882649518265,4.83814923933935e-05,100,0
"ASV_005","rna","total_nitrogen",0.814845535629495,0.340649987669501,100,0
"ASV_005","rna_dna","total_nitrogen",0.675188643677699,1.99415131036456e-05,100,0
"ASV_005","dna","total_phosphorus",0.0446897990717761,0.0338969675075626,100,0
"ASV_005","rna","total_phosphorus",0.00442749441150686,5.27987655906654e-07,100,0
"ASV_005","rna_dna","total_phosphorus",0.0165190593239624,2.12799193861861e-06,100,0
"ASV_005","dna","doc",0.375557485140215,1.09440591004208e-05,100,0
"ASV_005","rna","doc",0.205323018224769,3.63942794546485e-05,100,0
"ASV_005","rna_dna","doc",0.547774082565978,7.06578431768497e-05,100,0
"ASV_005","dna","secchi_depth",0.34296658521635,0.2646087230981,100,0
"ASV_005","rna","secchi_depth",0.350919865475822,4.33094232844421e-05,100,0
"ASV_005","rna_dna","secchi_depth",0.803124962871178,0.677213582452378,100,0
"ASV_005","dna","ph",0.624705726875349,5.81990513173156e-05,100,0
"ASV_005","rna","ph",0.229838103875724,0.20563585354564,100,0
"ASV_005","rna_dna","ph",1.05230210372903,4.51353787823933e-06,100,1
"ASV_005","dna","dissolved_oxygen",0.412864166500219,0.211455049801922,100,0.24
"ASV_005","rna","dissolved_oxygen",0.0994205530680139,6.85984857916233e-05,100,0
"ASV_005","rna_dna","dissolved_oxygen",0.303288260599597,0.124210496136019,100,0
"ASV_005","dna","day_of_year",0.0176000493569972,0.00938342954420715,100,0
"ASV_005","rna","day_of_year",0.0269459562167142,0.0133436913888349,100,0
"ASV_005","rna_dna","day_of_year",0.0749285407476656,0.0403799620157648,100,0.06
"ASV_005","dna","days",0.00573004615280758,0.00428098581084415,100,0
"ASV_005","rna","days",0.00351583206796861,0.00275341443999203,100,0
"ASV_005","rna_dna","days",0.0011800422959211,0.000610281623918791,100,0
"ASV_006","dna","water_temp",0.0444959210033921,0.0239548026116145,100,0
"ASV_006","rna","water_temp",0.068471847973354,1.7956753997741e-08,100,1
"ASV_006","rna_dna","water_temp",0.0515160291200142,0.0222401478846679,100,0
"ASV_006","dna","specific_conductivity",13.5918295357388,8.64593666002865e-06,100,0
"ASV_006","rna","specific_conductivity",10.9475852696557,0.503075886901451,100,0
"ASV_006","rna_dna","specific_conductivity",24.3892806413186,1.75083937828391e-05,100,1
"ASV_006","dna","salinity",38.8771464530419,6.03335430913227e-06,100,1
"ASV_006","rna","salinity",22.3475777442054,4.84107810287342e-05,100,0
"ASV_006","rna_dna","salinity",58.8557105893656,1.02044408040729e-05,100,1
"ASV_006","dna","total_nitrogen",1.18128539384207,1.46406100562055e-06,100,1
"ASV_006","rna","total_nitrogen",0.74656388842867,1.36180440294331e-06,100,0
"ASV_006","rna_dna","total_nitrogen",0.506942464322971,2.92630183713114e-06,100,0
"ASV_006","dna","total_phosphorus",0.0181564594199608,0.00820699697566904,100,0
"ASV_006","rna","total_phosphorus",0.00549993854649332,1.16713440375956e-07,100,0
"ASV_006","rna_dna","total_phosphorus",0.0111694568865537,0.00565486896234016,100,0
"ASV_006","dna","doc",0.067586574589497,5.29683432437909e-07,100,0
"ASV_006","rna","doc",0.0745747847135637,1.40335504762638e-07,100,0
"ASV_006","rna_dna","doc",0.0476578123119942,6.32334005765804e-07,100,0
"ASV_006","dna","secchi_depth",0.28202396846828,1.39720923130025e-06,100,0
"ASV_006","rna","secchi_depth",0.301234601340358,4.96389702272035e-06,100,0
"ASV_006","rna_dna","secchi_depth",0.56073984205302,4.55418977644197e-06,100,1
"ASV_006","dna","ph",0.202724327555757,0.154678113034758,100,0
"ASV_006","rna","ph",0.160795699370032,0.0982577335691494,100,0
"ASV_006","rna_dna","ph",0.617723796934824,0.44425651591979,100,0
"ASV_006","dna","dissolved_oxygen",0.0251043228452348,2.30596134599972e-07,100,0
"ASV_006","rna","dissolved_oxygen",0.0411670058587929,3.28729962685741e-07,100,0
"ASV_006","rna_dna","dissolved_oxygen",0.0729659038285073,8.6264786613322e-08,100,1
"ASV_006","dna","day_of_year",0.00317640389234038,0.00133708618178032,100,0
"ASV_006","rna","day_of_year",0.000817091346921865,0.000380126365589884,100,0
"ASV_006","rna_dna","day_of_year",0.00806164874665791,0.00391752917997877,100,0
"ASV_006","dna","days",0.000939541741626105,0.000790254606149056,100,0
"ASV_006","rna","days",0.000165443892518963,4.48914418312333e-08,100,0
"ASV_006","rna_dna","days",0.00127740795723522,0.00114917649520391,100,0
"ASV_007","dna","water_temp",0.0251447573592216,3.33215149753973e-05,100,0
"ASV_007","rna","water_temp",0.0764156966101381,0.0648495519720708,100,0
"ASV_007","rna_dna","water_temp",0.0832253882840575,0.055347659624256,100,0
"ASV_007","dna","specific_conductivity",2.92283018435574,6.55519426592831e-05,100,0
"ASV_007","rna","specific_conductivity",11.5925129504028,1.22281754386109e-05,100,0
"ASV_007","rna_dna","specific_conductivity",9.54613152424959,2.79646636407557e-05,100,0
"ASV_007","dna","salinity",1.89757968589816,0.000233052126824103,100,0
"ASV_007","rna","salinity",25.4009540684504,1.37422907315437e-05,100,0
"ASV_007","rna_dna","salinity",25.2473056305662,0.000162515340356378,100,0
"ASV_007","dna","total_nitrogen",2.45824458377942,1.40968599630368,100,0
"ASV_007","rna","total_nitrogen",0.491319918690798,0.226311561380277,100,0
"ASV_007","rna_dna","total_nitrogen",2.42402986589872,1.78589235924898,100,0
"ASV_007","dna","total_phosphorus",0.00907059046530466,3.98195506964319e-08,100,0
"ASV_007","rna","total_phosphorus",0.00442013728179432,7.72501000769622e-08,100,0
"ASV_007","rna_dna","total_phosphorus",0.00293365991843907,3.9803235452542e-08,100,0
"ASV_007","dna","doc",0.082329033446911,1.59598089573932e-06,100,0
"ASV_007","rna","doc",0.13280587287994,1.27847468215192e-06,100,0
"ASV_007","rna_dna","doc",0.172817756692269,7.16176229976585e-07,100,0
"ASV_007","dna","secchi_depth",0.0538649914465414,1.97898177377396e-06,100,0
"ASV_007","rna","secchi_depth",0.385693360431938,4.17420656284553e-06,100,0
"ASV_007","rna_dna","secchi_depth",0.341880167433663,3.38938681351561e-06,100,0
"ASV_007","dna","ph",0.233525048737281,3.73190431231811e-05,100,0
"ASV_007","rna","ph",0.384916784816424,1.19001637764261e-06,100,1
"ASV_007","rna_dna","ph",0.709938423895604,7.92084197808023e-06,100,1
"ASV_007","dna","dissolved_oxygen",0.0176354747178343,2.83279256396666e-07,100,0
"ASV_007","rna","dissolved_oxygen",0.0637076373101699,2.62519975563876e-07,100,0
"ASV_007","rna_dna","dissolved_oxygen",0.0569361754239778,0.0196078281516259,100,0
"ASV_007","dna","day_of_year",0.00257359145383948,0.00147137987242658,100,0
"ASV_007","rna","day_of_year",0.00550336201244221,0.00379013398415328,100,0
"ASV_007","rna_dna","day_of_year",0.00828383392703721,0.0040999436066151,100,0
"ASV_007","dna","days",0.000275590429989344,2.29977739335919e-08,100,0
"ASV_007","rna","days",0.000767935039287335,0.000336556842790314,100,0
"ASV_007","rna_dna","days",0.00134127509580603,0.000645059220147015,100,0
"ASV_008","dna","water_temp",0.0775660051334444,2.61700355202907e-07,100,0
"ASV_008","rna","water_temp",0.0622705496922745,1.91848073990581e-07,100,0
"ASV_008","rna_dna","water_temp",0.106780321159829,0.059777606778506,100,0
"ASV_008","dna","specific_conductivity",20.9700568228394,2.08573715373894e-05,100,1
"ASV_008","rna","specific_conductivity",1.99157068893793,1.75860135670611e-05,100,0
"ASV_008","rna_dna","specific_conductivity",14.1298097994192,6.7283182696711e-05,100,0
"ASV_008","dna","salinity",36.4460048763345,1.32887186667785e-05,100,1
"ASV_008","rna","salinity",0.472295913033301,0.000152088068187878,100,0
"ASV_008","rna_dna","salinity",29.2006997164241,9.49769620921044e-05,100,0
"ASV_008","dna","total_nitrogen",1.34008957816297,3.54676746532593e-06,100,1
"ASV_008","rna","total_nitrogen",0.00921693619884218,3.83202713682988e-06,100,0
"ASV_008","rna_dna","total_nitrogen",2.01007123344896,4.10746656601946e-05,100,1
"ASV_008","dna","total_phosphorus",0.0218890402546838,0.0177300716710102,100,0
"ASV_008","rna","total_phosphorus",0.00930246081892364,0.00506358040605102,100,0
"ASV_008","rna_dna","total_phosphorus",0.0168370818519801,0.00738858627578119,100,0
"ASV_008","dna","doc",0.168812213734516,0.0232932909601822,100,0
"ASV_008","rna","doc",0.0977130498779163,0.0608478397701773,100,0
"ASV_008","rna_dna","doc",0.340793303780112,0.146146470063611,100,0
"ASV_008","dna","secchi_depth",0.132441327681356,1.37736711424668e-06,100,0
"ASV_008","rna","secchi_depth",0.0392146480941377,3.23774709972608e-05,100,0
"ASV_008","rna_dna","secchi_depth",0.237158102282281,0.0949591555891043,100,0
"ASV_008","dna","ph",0.0158503807568216,8.7538179869247e-07,100,0
"ASV_008","rna","ph",0.603673381256974,7.35497711038072e-06,100,1
"ASV_008","rna_dna","ph",0.765223318774952,4.48641100080743e-06,100,1
"ASV_008","dna","dissolved_oxygen",0.0670489253762679,0.042000717704006,100,0
"ASV_008","rna","dissolved_oxygen",0.0684427439049123,0.013567033965962,100,0
"ASV_008","rna_dna","dissolved_oxygen",0.180807058958309,0.0913828969367855,100,0
"ASV_008","dna","day_of_year",0.00736788616346331,0.00453141191725818,100,0
"ASV_008","rna","day_of_year",0.0174471329590358,0.0133062163919848,100,0
"ASV_008","rna_dna","day_of_year",0.036135188805146,0.0255225351725673,100,0.2
"ASV_008","dna","days",0.00299566975204915,0.00188943790625128,100,0
"ASV_008","rna","days",0.00170106211926329,0.000693392590747401,100,0
"ASV_008","rna_dna","days",0.000679647388939661,0.000335319664885413,100,0
"ASV_009","dna","water_temp",0.0341589220809468,0.0173612274319087,100,0
"ASV_009","rna","water_temp",0.0605106057435242,0.0347178991198251,100,0
"ASV_009","rna_dna","water_temp",0.132760396920138,0.0895094004110328,100,0.23
"ASV_009","dna","specific_conductivity",10.1347303196685,1.53538227784165,100,0
"ASV_009","rna","specific_conductivity",11.1810905607853,5.73878895398208e-05,100,1
"ASV_009","rna_dna","specific_conductivity",1.09628946233712,0.844262758734182,100,0
"ASV_009","dna","salinity",22.5045232402765,3.06085445307019e-05,100,1
"ASV_009","rna","salinity",20.694146821382,0.000101872336035199,100,1
"ASV_009","rna_dna","salinity",2.01781768014318,0.000433214097078416,100,0
"ASV_009","dna","total_nitrogen",0.63523467070397,0.307980213028025,100,0
"ASV_009","rna","total_nitrogen",0.358660883464742,1.77447631661641e-05,100,0
"ASV_009","rna_dna","total_nitrogen",0.729816350975113,0.315247257207682,100,0
"ASV_009","dna","total_phosphorus",0.00219547951469213,7.2149210170847e-08,100,0
"ASV_009","rna","total_phosphorus",0.00107725645426996,3.77998930432035e-07,100,0
"ASV_009","rna_dna","total_phosphorus",0.000228463544690173,1.34150487193852e-07,100,0
"ASV_009","dna","doc",0.0135136452258862,6.11778958856895e-06,100,0
"ASV_009","rna","doc",0.157346211126036,9.17294052060014e-06,100,0
"ASV_009","rna_dna","doc",0.425882249840319,0.264313758635276,100,0
"ASV_009","dna","secchi_depth",0.0934808049409356,3.58608917690265e-06,100,0
"ASV_009","rna","secchi_depth",0.255442205265954,1.78013533698477e-06,100,0
"ASV_009","rna_dna","secchi_depth",0.414414334804306,1.05240248532656e-06,100,1
"ASV_009","dna","ph",0.268352246987094,0.0608224601830762,100,0
"ASV_009","rna","ph",0.198014901236252,0.168359765414541,100,0
"ASV_009","rna_dna","ph",0.46885589601008,1.32545826835969e-06,100,1
"ASV_009","dna","dissolved_oxygen",0.077850441938629,0.0406833814791933,100,0
"ASV_009","rna","dissolved_oxygen",0.0402540701621456,0.0204774845919919,100,0
"ASV_009","rna_dna","dissolved_oxygen",0.127181399422295,0.0560385304092843,100,0
"ASV_009","dna","day_of_year",0.00901473652101364,0.00449230156990745,100,0
"ASV_009","rna","day_of_year",0.0122803520997252,0.0115794689731271,100,0.05
"ASV_009","rna_dna","day_of_year",0.020102292951005,0.015209714491773,100,0.06
"ASV_009","dna","days",0.00320321377151957,0.00140955388210156,100,0
"ASV_009","rna","days",0.000557657182783836,0.000116060436408502,100,0
"ASV_009","rna_dna","days",0.00425876071533994,0.00327781053511967,100,0
"ASV_010","dna","water_temp",0.00319635999376391,1.51045343511131e-07,100,0
"ASV_010","rna","water_temp",0.0256728271936879,3.78675619153358e-08,100,0
"ASV_010","rna_dna","water_temp",0.0206358105287755,1.66933937013847e-06,100,0
"ASV_010","dna","specific_conductivity",12.2904204482854,2.53801624087681e-05,100,1
"ASV_010","rna","specific_conductivity",5.49503141448294,3.73964509766859,100,0
"ASV_010","rna_dna","specific_conductivity",47.3352687424454,33.0675904420691,100,0
"ASV_010","dna","salinity",23.1041763382775,2.48717785661924e-05,100,1
"ASV_010","rna","salinity",8.55534859309611,7.30449954562125,100,0
"ASV_010","rna_dna","salinity",89.3852762440022,54.3114120387195,100,0.18
"ASV_010","dna","total_nitrogen",1.06136715253133,0.376412453717967,100,0
"ASV_010","rna","total_nitrogen",0.428095269065997,3.21460189917775e-06,100,0
"ASV_010","rna_dna","total_nitrogen",1.06550227365646,0.80615101821571,100,0
"ASV_010","dna","total_phosphorus",0.00877004811273911,0.0046732260308123,100,0
"ASV_010","rna","total_phosphorus",0.00608129704791796,3.61092294669267e-08,100,0
"ASV_010","rna_dna","total_phosphorus",0.0065483258246076,0.00922255691391631,100,0
"ASV_010","dna","doc",0.362865143305437,0.143051869096279,100,0
"ASV_010","rna","doc",0.00447094781552942,3.86503189600615e-06,100,0
"ASV_010","rna_dna","doc",0.543502490747553,0.357663322935123,100,0
"ASV_010","dna","secchi_depth",0.0080826422517481,1.43585739185354e-05,100,0
"ASV_010","rna","secchi_depth",0.30069282191454,5.53533443008467e-07,100,0
"ASV_010","rna_dna","secchi_depth",0.175428073552769,2.28857633047088e-07,100,0
"ASV_010","dna","ph",0.0376544187965869,1.03102714063124e-06,100,0
"ASV_010","rna","ph",0.0609746838394983,6.74013908245575e-06,100,0
"ASV_010","rna_dna","ph",0.00987259214125366,1.59429724053565e-07,100,0
"ASV_010","dna","dissolved_oxygen",0.0228987639893425,1.26022918726371e-06,100,0
"ASV_010","rna","dissolved_oxygen",0.0258829474264568,1.47757200088149e-06,100,0
"ASV_010","rna_dna","dissolved_oxygen",0.00506380959001444,5.18099032792129e-08,100,0
"ASV_010","dna","day_of_year",0.00554229698621101,0.00403369566691163,100,0
"ASV_010","rna","day_of_year",0.00723326151157497,0.00408039177360679,100,0
"ASV_010","rna_dna","day_of_year",0.009187218185775,0.00743081208680494,100,0
"ASV_010","dna","days",0.00121014433151062,0.000956955266709445,100,0
"ASV_010","rna","days",0.000960243635223105,0.000387533024197362,100,0
"ASV_010","rna_dna","days",0.000523138505833498,6.46262425175055e-09,100,0
"ASV_011","dna","water_temp",0.0737335116464766,0.0315443124592473,100,0
"ASV_011","rna","water_temp",0.012824091342806,2.63899923322755e-07,100,0
"ASV_011","rna_dna","water_temp",0.14493941125175,0.0942934614533194,100,0
"ASV_011","dna","specific_conductivity",9.08783529258454,1.45363128782566e-05,100,0
"ASV_011","rna","specific_conductivity",1.33458855598852,1.64223016260555e-05,100,0
"ASV_011","rna_dna","specific_conductivity",12.7422875551597,6.65767719285752,100,0.11
"ASV_011","dna","salinity",17.8355647884757,3.7945219079381e-05,100,0
"ASV_011","rna","salinity",6.39131996292388,3.12146104615448e-05,100,0
"ASV_011","rna_dna","salinity",32.763579574164,0.000142246196143345,100,1
"ASV_011","dna","total_nitrogen",1.22668448344004,1.84946630900196e-06,100,1
"ASV_011","rna","total_nitrogen",0.262741326095984,2.81570218459674e-06,100,0
"ASV_011","rna_dna","total_nitrogen",0.706158412420313,7.87099139469731e-05,100,0
"ASV_011","dna","total_phosphorus",0.0069289268873565,0.00309458006670734,100,0
"ASV_011","rna","total_phosphorus",0.00231804997923917,6.02320133692412e-08,100,0
"ASV_011","rna_dna","total_phosphorus",0.0073772954776855,1.53610679368703e-07,100,0
"ASV_011","dna","doc",0.146036486390348,1.50750890515917e-06,100,0
"ASV_011","rna","doc",0.266949595802473,0.355225186303858,100,0
"ASV_011","rna_dna","doc",0.188732852597474,1.31658477118648e-06,100,0
"ASV_011","dna","secchi_depth",0.132715428721612,0.00569715911116374,100,0
"ASV_011","rna","secchi_depth",0.348037360266207,0.000108941991275415,100,0
"ASV_011","rna_dna","secchi_depth",0.439355866226323,0.263527739619664,100,0
"ASV_011","dna","ph",0.22790888175958,0.000185652482882629,100,0
"ASV_011","rna","ph",0.211131686879713,1.22766450895902e-06,100,0
"ASV_011","rna_dna","ph",0.608375533414988,0.339840135374064,100,0.17
