asv_id,predictor,comparison,spearman_r,p_raw,p_adj_BH,sig_BH,sig_raw
ASV_017,specific_conductivity,rRNA:rDNA vs rDNA,0.0672,0.5063017629860702,0.5229018207888921,False,False
ASV_018,specific_conductivity,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_019,specific_conductivity,rRNA:rDNA vs rDNA,-0.4133,1.920131266929506e-05,2.24015314475109e-05,True,True
ASV_020,specific_conductivity,rRNA:rDNA vs rDNA,1.0,8.246541663958767e-205,3.5422644874731984e-204,True,True
ASV_021,specific_conductivity,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_001,dissolved_oxygen,rRNA:rDNA vs rDNA,0.7669,1.37858852791853e-20,2.2080782353949338e-20,True,True
ASV_002,dissolved_oxygen,rRNA:rDNA vs rDNA,0.2115,0.03461537696496726,0.036962182182931146,True,True
ASV_003,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.6968,8.246210490244227e-16,1.2081657229892705e-15,True,True
ASV_004,dissolved_oxygen,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_005,dissolved_oxygen,rRNA:rDNA vs rDNA,0.6997,5.555172606709871e-16,8.202559552095045e-16,True,True
ASV_006,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.6116,1.3894523190237563e-11,1.875760630682071e-11,True,True
ASV_007,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.9912,6.882491758789973e-88,2.098049907115008e-87,True,True
ASV_008,dissolved_oxygen,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_009,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.7907,1.3264896040702545e-22,2.1612632342179145e-22,True,True
ASV_010,dissolved_oxygen,rRNA:rDNA vs rDNA,0.9479,1.81873079834202e-50,4.2437051961313803e-50,True,True
ASV_011,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.0038,0.9704119598528278,0.9704119598528278,False,False
ASV_012,dissolved_oxygen,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_013,dissolved_oxygen,rRNA:rDNA vs rDNA,0.9735,1.3220285051023143e-64,3.5192026403427804e-64,True,True
ASV_014,dissolved_oxygen,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_015,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.8385,1.3867152835101304e-27,2.5200883517636026e-27,True,True
ASV_016,dissolved_oxygen,rRNA:rDNA vs rDNA,0.791,1.2524400729633048e-22,2.0583580329570835e-22,True,True
ASV_017,dissolved_oxygen,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_018,dissolved_oxygen,rRNA:rDNA vs rDNA,0.6126,1.2549932729349305e-11,1.7187951346717527e-11,True,True
ASV_019,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.8467,1.3033696905793624e-28,2.4150673678382305e-28,True,True
ASV_020,dissolved_oxygen,rRNA:rDNA vs rDNA,0.0654,0.5177790079422369,0.5318490896797977,False,False
ASV_021,dissolved_oxygen,rRNA:rDNA vs rDNA,-0.9503,1.8495797882366075e-51,4.481674102265626e-51,True,True
ASV_001,salinity,rRNA:rDNA vs rDNA,-0.924,1.0688665205472168e-42,2.3490206091095812e-42,True,True
ASV_002,salinity,rRNA:rDNA vs rDNA,0.7111,1.1449616683453685e-16,1.7174425025180527e-16,True,True
ASV_003,salinity,rRNA:rDNA vs rDNA,0.92,1.1686526783336158e-41,2.5099472296028793e-41,True,True
ASV_004,salinity,rRNA:rDNA vs rDNA,0.9993,1.5561284906321268e-142,6.2576230793504675e-142,True,True
ASV_005,salinity,rRNA:rDNA vs rDNA,0.692,1.5549838419475218e-15,2.2607072779083204e-15,True,True
ASV_006,salinity,rRNA:rDNA vs rDNA,-0.5052,8.304876994220888e-08,1.046414501271832e-07,True,True
ASV_007,salinity,rRNA:rDNA vs rDNA,0.9487,8.659445668824685e-51,2.045794039259832e-50,True,True
ASV_008,salinity,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_009,salinity,rRNA:rDNA vs rDNA,-0.9606,2.6442328631134264e-56,6.753513663897806e-56,True,True
ASV_010,salinity,rRNA:rDNA vs rDNA,-0.4761,5.558128281552425e-07,6.865923171329466e-07,True,True
ASV_011,salinity,rRNA:rDNA vs rDNA,0.2616,0.008567828039362513,0.009469704675084883,True,True
ASV_012,salinity,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_013,salinity,rRNA:rDNA vs rDNA,0.0132,0.896469828451119,0.9060577410548742,False,False
ASV_014,salinity,rRNA:rDNA vs rDNA,0.9765,3.6548474978254394e-67,1.0011104015782725e-66,True,True
ASV_015,salinity,rRNA:rDNA vs rDNA,-0.5673,7.573338382518227e-10,9.803842152711952e-10,True,True
ASV_016,salinity,rRNA:rDNA vs rDNA,0.6207,5.6656797030617084e-12,7.991145252825843e-12,True,True
ASV_017,salinity,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_018,salinity,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_019,salinity,rRNA:rDNA vs rDNA,0.4419,4.163422248038431e-06,4.918042530495397e-06,True,True
ASV_020,salinity,rRNA:rDNA vs rDNA,0.4651,1.0859769719076725e-06,1.2990484031047476e-06,True,True
ASV_021,salinity,rRNA:rDNA vs rDNA,0.8045,6.61159728411875e-24,1.1257584564850845e-23,True,True
ASV_001,secchi_depth,rRNA:rDNA vs rDNA,-0.9766,3.309634782640543e-67,9.198837851750921e-67,True,True
ASV_002,secchi_depth,rRNA:rDNA vs rDNA,0.2308,0.02088982693749583,0.022690674087279955,True,True
ASV_003,secchi_depth,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_004,secchi_depth,rRNA:rDNA vs rDNA,-0.5717,5.2042490789434e-10,6.783469489105535e-10,True,True
ASV_005,secchi_depth,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_006,secchi_depth,rRNA:rDNA vs rDNA,-0.9793,8.958852868914342e-70,2.5271987943653893e-69,True,True
ASV_007,secchi_depth,rRNA:rDNA vs rDNA,-0.4518,2.3748086359404444e-06,2.8228857370612828e-06,True,True
ASV_008,secchi_depth,rRNA:rDNA vs rDNA,0.9735,1.2933763899220042e-64,3.492116252789412e-64,True,True
ASV_009,secchi_depth,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_010,secchi_depth,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_011,secchi_depth,rRNA:rDNA vs rDNA,0.9976,2.986332230167571e-115,1.0452162805586499e-114,True,True
ASV_012,secchi_depth,rRNA:rDNA vs rDNA,0.8922,1.3392452536291603e-35,2.692737797190546e-35,True,True
ASV_013,secchi_depth,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_014,secchi_depth,rRNA:rDNA vs rDNA,0.4271,9.381507551853103e-06,1.1013074082610165e-05,True,True
ASV_015,secchi_depth,rRNA:rDNA vs rDNA,0.5381,7.773720268104737e-09,9.994783201848947e-09,True,True
ASV_016,secchi_depth,rRNA:rDNA vs rDNA,0.6655,4.249621579205233e-14,6.084685442952947e-14,True,True
ASV_017,secchi_depth,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_018,secchi_depth,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_019,secchi_depth,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_020,secchi_depth,rRNA:rDNA vs rDNA,-0.8789,2.8189854956975956e-33,5.4926624606891295e-33,True,True
ASV_021,secchi_depth,rRNA:rDNA vs rDNA,0.7179,4.2640469037257015e-17,6.447238918433261e-17,True,True
ASV_001,ph,rRNA:rDNA vs rDNA,-1.0,3.448065874529609e-228,1.5155452332234793e-227,True,True
ASV_002,ph,rRNA:rDNA vs rDNA,0.8537,1.5999591056484493e-29,3.023922709675569e-29,True,True
ASV_003,ph,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_004,ph,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_005,ph,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_006,ph,rRNA:rDNA vs rDNA,0.991,2.2479766405893624e-87,6.638556016740462e-87,True,True
ASV_007,ph,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_008,ph,rRNA:rDNA vs rDNA,1.0,3.448065874529609e-228,1.5155452332234793e-227,True,True
ASV_009,ph,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_010,ph,rRNA:rDNA vs rDNA,0.9492,5.46649733896171e-51,1.3078075912199535e-50,True,True
ASV_011,ph,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_012,ph,rRNA:rDNA vs rDNA,-0.9957,7.413017122327099e-103,2.501893278785396e-102,True,True
ASV_013,ph,rRNA:rDNA vs rDNA,0.8815,1.065895831515455e-33,2.0984824182960522e-33,True,True
ASV_014,ph,rRNA:rDNA vs rDNA,0.3339,0.0006869930262317304,0.0007774951015436949,True,True
ASV_015,ph,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_016,ph,rRNA:rDNA vs rDNA,-0.7202,3.031795473324463e-17,4.621043100470351e-17,True,True
ASV_017,ph,rRNA:rDNA vs rDNA,0.9972,1.7145424785108527e-112,5.891791426155476e-112,True,True
ASV_018,ph,rRNA:rDNA vs rDNA,-0.582,2.1452140587770414e-10,2.8352829168451804e-10,True,True
ASV_019,ph,rRNA:rDNA vs rDNA,0.9857,1.1417430980042162e-77,3.26953705337571e-77,True,True
ASV_020,ph,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_021,ph,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_001,total_nitrogen,rRNA:rDNA vs rDNA,-0.8998,4.3569283250058845e-37,9.149549482512358e-37,True,True
ASV_002,total_nitrogen,rRNA:rDNA vs rDNA,0.7872,2.696984851640557e-22,4.356667837265515e-22,True,True
ASV_003,total_nitrogen,rRNA:rDNA vs rDNA,0.9913,4.2381098312640675e-88,1.313119275588375e-87,True,True
ASV_004,total_nitrogen,rRNA:rDNA vs rDNA,0.7216,2.4526081624851154e-17,3.799532317292515e-17,True,True
ASV_005,total_nitrogen,rRNA:rDNA vs rDNA,0.4767,5.346093483156477e-07,6.647445186293251e-07,True,True
ASV_006,total_nitrogen,rRNA:rDNA vs rDNA,-0.8242,6.094366405321451e-26,1.0764815426222002e-25,True,True
ASV_007,total_nitrogen,rRNA:rDNA vs rDNA,-0.5984,4.8704156540615895e-11,6.52842949374213e-11,True,True
ASV_008,total_nitrogen,rRNA:rDNA vs rDNA,0.9371,1.3696314414413418e-46,3.1568334442977272e-46,True,True
ASV_009,total_nitrogen,rRNA:rDNA vs rDNA,-0.9922,2.2685719240513065e-90,7.522106906064859e-90,True,True
ASV_010,total_nitrogen,rRNA:rDNA vs rDNA,-0.7936,7.234771560182316e-23,1.2100635618358032e-22,True,True
ASV_011,total_nitrogen,rRNA:rDNA vs rDNA,-0.9916,9.600217587692522e-89,3.1283467656446325e-88,True,True
ASV_012,total_nitrogen,rRNA:rDNA vs rDNA,0.9911,1.333127539151508e-87,3.999382617454524e-87,True,True
ASV_013,total_nitrogen,rRNA:rDNA vs rDNA,0.9302,1.9484594276011435e-44,4.3840337121025733e-44,True,True
ASV_014,total_nitrogen,rRNA:rDNA vs rDNA,-0.9914,1.7844316814154915e-88,5.716230301483524e-88,True,True
ASV_015,total_nitrogen,rRNA:rDNA vs rDNA,0.8506,4.173130335133543e-29,7.80912508257663e-29,True,True
ASV_016,total_nitrogen,rRNA:rDNA vs rDNA,0.2048,0.040931791448894014,0.043218483708608764,True,True
ASV_017,total_nitrogen,rRNA:rDNA vs rDNA,0.9914,2.685901088715981e-88,8.46058842945534e-88,True,True
ASV_018,total_nitrogen,rRNA:rDNA vs rDNA,-0.8556,8.758142664431609e-30,1.6720090541187615e-29,True,True
ASV_019,total_nitrogen,rRNA:rDNA vs rDNA,0.9903,6.649415121594e-86,1.9334453199711788e-85,True,True
ASV_020,total_nitrogen,rRNA:rDNA vs rDNA,-0.8902,3.126121974674832e-35,6.219337402247823e-35,True,True
ASV_021,total_nitrogen,rRNA:rDNA vs rDNA,0.9561,4.82410642030433e-54,1.215674817916691e-53,True,True
ASV_001,total_phosphorus,rRNA:rDNA vs rDNA,0.2273,0.02297721556721982,0.024815392812597405,True,True
ASV_002,total_phosphorus,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_003,total_phosphorus,rRNA:rDNA vs rDNA,-0.0703,0.48709715007549503,0.5058316558476295,False,False
ASV_004,total_phosphorus,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_005,total_phosphorus,rRNA:rDNA vs rDNA,-0.4704,7.860715570088869e-07,9.523559248376899e-07,True,True
ASV_006,total_phosphorus,rRNA:rDNA vs rDNA,-1.0,3.448065874529609e-228,1.5155452332234793e-227,True,True
ASV_007,total_phosphorus,rRNA:rDNA vs rDNA,-0.8296,1.5125455847948852e-26,2.7225820526307934e-26,True,True
ASV_008,total_phosphorus,rRNA:rDNA vs rDNA,0.9664,1.2878609526460608e-59,3.334324932193226e-59,True,True
ASV_009,total_phosphorus,rRNA:rDNA vs rDNA,-0.4735,6.508053413665406e-07,7.987156462225726e-07,True,True
ASV_010,total_phosphorus,rRNA:rDNA vs rDNA,-0.8996,4.843173229255321e-37,1.0058898245376436e-36,True,True
ASV_011,total_phosphorus,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_012,total_phosphorus,rRNA:rDNA vs rDNA,0.8995,5.1485157215041695e-37,1.057684208004661e-36,True,True
ASV_013,total_phosphorus,rRNA:rDNA vs rDNA,1.0,0.0,0.0,True,True
ASV_014,total_phosphorus,rRNA:rDNA vs rDNA,-0.2721,0.006177699972225508,0.006868148792650712,True,True
ASV_015,total_phosphorus,rRNA:rDNA vs rDNA,-0.9114,1.432928340186784e-39,3.042960183093283e-39,True,True
ASV_016,total_phosphorus,rRNA:rDNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_017,total_phosphorus,rRNA:rDNA vs rDNA,0.9998,6.723744457388596e-168,2.762581961840097e-167,True,True
ASV_018,total_phosphorus,rRNA:rDNA vs rDNA,0.5876,1.3019858916786287e-10,1.7329248839947948e-10,True,True
ASV_019,total_phosphorus,rRNA:rDNA vs rDNA,1.0,3.448065874529609e-228,1.5155452332234793e-227,True,True
ASV_020,total_phosphorus,rRNA:rDNA vs rDNA,-0.7342,3.602769556514803e-18,5.627466497366096e-18,True,True
ASV_021,total_phosphorus,rRNA:rDNA vs rDNA,-0.3955,4.659544273594163e-05,5.402784464474213e-05,True,True
ASV_001,doc,rRNA:rDNA vs rDNA,-0.999,1.1716637827110974e-133,4.51927459045709e-133,True,True
ASV_002,doc,rRNA:rDNA vs rDNA,-0.7404,1.3252625333299944e-18,2.087288489994741e-18,True,True
ASV_003,doc,rRNA:rDNA vs rDNA,0.505,8.442127109703346e-08,1.0566635918767764e-07,True,True
ASV_004,doc,rRNA:rDNA vs rDNA,0.9988,4.541683827551197e-131,1.6507273911676468e-130,True,True
ASV_005,doc,rRNA:rDNA vs rDNA,-0.8979,1.0769799729848891e-36,2.1887012354209037e-36,True,True
ASV_006,doc,rRNA:rDNA vs rDNA,-0.33,0.0008007469322316576,0.0009008402987606149,True,True
ASV_007,doc,rRNA:rDNA vs rDNA,0.7546,1.2385084513379086e-19,1.9670428344778549e-19,True,True
ASV_008,doc,rRNA:rDNA vs rDNA,0.9986,1.1103150958059489e-126,3.959425530326875e-126,True,True
ASV_009,doc,rRNA:rDNA vs rDNA,0.371,0.00014448838704576484,0.00016651405580274118,True,True
ASV_010,doc,rRNA:rDNA vs rDNA,-0.5728,4.757231121448341e-10,6.243865846900949e-10,True,True
ASV_011,doc,rRNA:rDNA vs rDNA,0.4713,7.450020514617468e-07,9.08421856298517e-07,True,True
ASV_012,doc,rRNA:rDNA vs rDNA,0.9988,4.541683827551197e-131,1.6507273911676468e-130,True,True
ASV_013,doc,rRNA:rDNA vs rDNA,0.6381,9.292211282413575e-13,1.3204721296061396e-12,True,True
ASV_014,doc,rRNA:rDNA vs rDNA,0.1889,0.05982230960198784,0.06281342508208723,False,False
ASV_015,doc,rRNA:rDNA vs rDNA,0.999,2.0161477353445708e-134,7.938581707919248e-134,True,True
ASV_016,doc,rRNA:rDNA vs rDNA,0.9685,5.233917389296691e-61,1.3739033146903813e-60,True,True
ASV_017,doc,rRNA:rDNA vs rDNA,-0.8113,1.3970241728293302e-24,2.4003415333158493e-24,True,True
ASV_018,doc,rRNA:rDNA vs rDNA,0.6186,6.9661075797328745e-12,9.680840680658186e-12,True,True
ASV_019,doc,rRNA:rDNA vs rDNA,0.9521,3.020732455039339e-52,7.414525116914743e-52,True,True
ASV_020,doc,rRNA:rDNA vs rDNA,0.999,2.077672581512748e-133,7.853602358118188e-133,True,True
ASV_021,doc,rRNA:rDNA vs rDNA,-0.6841,4.295499987605841e-15,6.197324409599266e-15,True,True
ASV_001,water_temp,rRNA vs rDNA,0.8429,3.9753616043762123e-28,6.768858947991928e-28,True,True
ASV_002,water_temp,rRNA vs rDNA,-0.9135,4.537649131784797e-40,1.0458727876918618e-39,True,True
ASV_003,water_temp,rRNA vs rDNA,-0.9917,4.451467358948412e-89,1.6179371746947114e-88,True,True
ASV_004,water_temp,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_005,water_temp,rRNA vs rDNA,0.9258,3.4250336620409483e-43,8.63108482834319e-43,True,True
ASV_006,water_temp,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_007,water_temp,rRNA vs rDNA,0.6967,8.299457674886253e-16,1.1366648554735521e-15,True,True
ASV_008,water_temp,rRNA vs rDNA,-0.6096,1.687483367899429e-11,2.0845382779934122e-11,True,True
ASV_009,water_temp,rRNA vs rDNA,-0.7658,1.6914356749079906e-20,2.5574507404608817e-20,True,True
ASV_010,water_temp,rRNA vs rDNA,0.1877,0.06151116581627053,0.06318266488736485,False,False
ASV_011,water_temp,rRNA vs rDNA,-0.4523,2.3067219175450006e-06,2.5347118745116576e-06,True,True
ASV_012,water_temp,rRNA vs rDNA,-0.3356,0.0006416235518675393,0.0006774684430333236,True,True
ASV_013,water_temp,rRNA vs rDNA,0.65,2.531229648083307e-13,3.276728791011952e-13,True,True
ASV_014,water_temp,rRNA vs rDNA,-0.8807,1.455028574497119e-33,2.6960823586270146e-33,True,True
ASV_015,water_temp,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_016,water_temp,rRNA vs rDNA,-0.511,5.5453774290828e-08,6.275906192195503e-08,True,True
ASV_017,water_temp,rRNA vs rDNA,0.768,1.1198378395075299e-20,1.7068496102171223e-20,True,True
ASV_018,water_temp,rRNA vs rDNA,0.0005,0.9957451878644288,0.9957451878644288,False,False
ASV_019,water_temp,rRNA vs rDNA,-0.6196,6.321375896572995e-12,7.964933629681974e-12,True,True
ASV_020,water_temp,rRNA vs rDNA,-0.5932,7.877688574385291e-11,9.483332105470191e-11,True,True
ASV_021,water_temp,rRNA vs rDNA,-0.9065,1.7513493939475873e-38,3.8046555799551035e-38,True,True
ASV_001,specific_conductivity,rRNA vs rDNA,-0.9017,1.8411560135722476e-37,3.823939412803899e-37,True,True
ASV_002,specific_conductivity,rRNA vs rDNA,0.4175,1.545476400107779e-05,1.6787071242550013e-05,True,True
ASV_003,specific_conductivity,rRNA vs rDNA,0.9817,2.352872082398171e-72,7.66711764781473e-72,True,True
ASV_004,specific_conductivity,rRNA vs rDNA,0.8473,1.1193816694986741e-28,1.9589179216226798e-28,True,True
ASV_005,specific_conductivity,rRNA vs rDNA,0.8219,1.0872641300470842e-25,1.8185214210522028e-25,True,True
ASV_006,specific_conductivity,rRNA vs rDNA,-0.941,6.53633000638378e-48,1.7903860452268616e-47,True,True
ASV_007,specific_conductivity,rRNA vs rDNA,0.9461,8.619578471802902e-50,2.4314930315981323e-49,True,True
ASV_008,specific_conductivity,rRNA vs rDNA,0.75,2.736484424253562e-19,3.9784273552609484e-19,True,True
ASV_009,specific_conductivity,rRNA vs rDNA,-0.8163,4.307891427506382e-25,6.919906676891664e-25,True,True
ASV_010,specific_conductivity,rRNA vs rDNA,0.2334,0.01946360116258834,0.02010175202037812,True,True
ASV_011,specific_conductivity,rRNA vs rDNA,0.3544,0.0002974027541312275,0.0003175656527163955,True,True
ASV_012,specific_conductivity,rRNA vs rDNA,0.8185,2.536241166397835e-25,4.168257221297311e-25,True,True
ASV_013,specific_conductivity,rRNA vs rDNA,-0.2802,0.004754239636879536,0.004991951618723513,True,True
ASV_014,specific_conductivity,rRNA vs rDNA,0.8122,1.128023175893062e-24,1.7915662205360397e-24,True,True
ASV_015,specific_conductivity,rRNA vs rDNA,0.7566,8.777860423285061e-20,1.3063115118117137e-19,True,True
ASV_016,specific_conductivity,rRNA vs rDNA,0.6069,2.185325437742171e-11,2.681990309956301e-11,True,True
ASV_017,specific_conductivity,rRNA vs rDNA,-0.7336,3.951654793274836e-18,5.6580511812798786e-18,True,True
ASV_018,specific_conductivity,rRNA vs rDNA,0.9702,4.156507806550684e-62,1.3092999590634655e-61,True,True
ASV_019,specific_conductivity,rRNA vs rDNA,-0.9228,2.2363690889616377e-42,5.418894330945507e-42,True,True
ASV_020,specific_conductivity,rRNA vs rDNA,-0.3799,9.676657402149951e-05,0.00010450789994321947,True,True
ASV_021,specific_conductivity,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_001,dissolved_oxygen,rRNA vs rDNA,0.8163,4.320365015202203e-25,6.919906676891664e-25,True,True
ASV_002,dissolved_oxygen,rRNA vs rDNA,-0.7897,1.618767701498509e-22,2.507763078550969e-22,True,True
ASV_003,dissolved_oxygen,rRNA vs rDNA,-0.8718,3.858785567928862e-32,6.945814022271951e-32,True,True
ASV_004,dissolved_oxygen,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_005,dissolved_oxygen,rRNA vs rDNA,0.6121,1.316717264025612e-11,1.6372339664528994e-11,True,True
ASV_006,dissolved_oxygen,rRNA vs rDNA,0.6562,1.248128792170538e-13,1.638169039723831e-13,True,True
ASV_007,dissolved_oxygen,rRNA vs rDNA,-0.9898,8.411734396731406e-85,2.8389603588968496e-84,True,True
ASV_008,dissolved_oxygen,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_009,dissolved_oxygen,rRNA vs rDNA,-0.7883,2.1566754486237724e-22,3.313915933251162e-22,True,True
ASV_010,dissolved_oxygen,rRNA vs rDNA,-0.5578,1.6498087033943767e-09,1.9488365308846077e-09,True,True
ASV_011,dissolved_oxygen,rRNA vs rDNA,-0.4497,2.6794849271286605e-06,2.927298562007612e-06,True,True
ASV_012,dissolved_oxygen,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_013,dissolved_oxygen,rRNA vs rDNA,0.9142,3.1266084341318566e-40,7.295419679640999e-40,True,True
ASV_014,dissolved_oxygen,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_015,dissolved_oxygen,rRNA vs rDNA,-0.8181,2.8015950920372247e-25,4.5646678654744435e-25,True,True
ASV_016,dissolved_oxygen,rRNA vs rDNA,0.678,9.297064085056507e-15,1.2462022071458722e-14,True,True
ASV_017,dissolved_oxygen,rRNA vs rDNA,0.9123,8.657720105103796e-40,1.947987023648354e-39,True,True
