,ASV_001,ASV_002,ASV_003,ASV_004,ASV_005,ASV_006,ASV_007,ASV_008,ASV_009,ASV_010,ASV_011,ASV_012,ASV_013,ASV_014,ASV_015,ASV_016,ASV_017,ASV_018,ASV_019,ASV_020,ASV_021
ASV_011,-0.40844910611937424,-0.014389122677858421,0.12772144343959238,0.10678068738640879,-0.5324993341026366,0.5862951727882681,0.23996380325847688,0.2597093052676438,0.43937253342759125,-0.3931765292919046,1.0,0.02006212208361982,0.19888572400388035,-0.3347742880454825,-0.08762944314389406,-0.15671229174302648,-0.1486095257636717,0.15549967213847507,0.09341036899022237,0.0735085469326139,-0.42642851879984606
ASV_012,-0.17267277614450136,-0.1478045248733334,-0.5352711331441591,0.5240112757415049,-0.2544299996498053,-0.0335083670080643,-0.24390409353005812,0.8845666478329904,0.07339035678972121,-0.44512351892178514,0.02006212208361982,1.0,0.18694204671750392,-0.500698972660391,0.3254742449555771,-0.3055593196581877,0.01642249329822968,-0.056199363244224476,0.12311665999044226,-0.3474940154687738,-0.18464563235259393
ASV_013,-0.05580725816658744,0.05082386629540078,-0.13311031793899836,-0.306136698709372,-0.037647888635127705,0.13138046907611176,-0.1682189975283817,0.19327504892720115,0.01660189022003795,0.00666354805601751,0.19888572400388035,0.1869420467175039,1.0,-0.2575271680598824,-0.45116267351718625,-0.15523537251800565,0.025768588704044765,0.0055796990528469296,-0.1256032647817375,0.09368465177495022,-0.2035461069816649
ASV_014,-0.20764892944441582,-0.07687447828122194,-0.10037272140465393,-0.37348723768400083,0.04417428732160715,-0.29445904019391506,-0.2390095561930939,-0.7099822786886331,0.3201248757812742,0.7693333491167205,-0.3347742880454825,-0.500698972660391,-0.2575271680598824,1.0,-0.20933244255437214,0.6855840266878606,0.15409511678685642,-0.04632921941739128,0.17809612919629647,0.5557778826288368,0.43510046654013634
ASV_015,0.03280034503707219,0.25472995388352593,0.07262384640365353,0.6827818469189527,-0.04248659028833034,-0.16761790111684413,-0.1951150869394948,0.2992857393476996,0.031049470003922854,-0.3210676991423751,-0.08762944314389406,0.3254742449555771,-0.4511626735171862,-0.2093324425543721,1.0,-0.05420465769837742,-0.15803867303642727,-0.2619335290603183,0.13182591790447135,-0.4527732385908409,0.2302547274415818
ASV_016,-0.270626381427843,0.033508103129375674,-0.2671914801545461,-0.32014901659189726,0.0406062923760436,-0.37367109066829873,-0.22691408476542818,-0.5781222651499298,0.3790200976407189,0.5087028531697507,-0.15671229174302648,-0.3055593196581877,-0.15523537251800565,0.6855840266878606,-0.05420465769837742,1.0,-0.020139652400438128,-0.19257642035327296,0.29937496367482397,0.5183883834018526,0.70871509225389
ASV_017,0.07264518378283626,-0.5901830384969472,-0.45290621921508334,-0.23566937201304874,0.02752046709394556,0.29592811434186317,-0.07575744130907762,0.007251814994699416,-0.0981155410546791,-0.08923779865308669,-0.1486095257636717,0.01642249329822968,0.025768588704044765,0.15409511678685642,-0.15803867303642727,-0.020139652400438128,1.0,-0.22747827717308433,-0.19249382349614183,-0.06706606251609434,-0.31348537263396087
ASV_018,0.008815616840749196,-0.1710252855708388,0.24350352180485982,0.05584734194486381,-0.2972271355715857,0.21830170180288042,0.2422350935366864,0.1328526203672284,-0.07194983594679479,-0.11520103470663125,0.15549967213847507,-0.056199363244224476,0.0055796990528469296,-0.04632921941739128,-0.26193352906031825,-0.19257642035327294,-0.22747827717308433,1.0,-0.08710222440838958,0.11711209983487213,-0.25902769427616223
ASV_019,-0.795952501268105,0.00223821507306466,-0.1069909185163701,0.3620165140236863,-0.1699650337084873,-0.209997743399966,-0.17183916184504194,0.009329311040165399,0.25872306171106646,-0.00030357450564613773,0.09341036899022237,0.12311665999044226,-0.1256032647817375,0.17809612919629647,0.13182591790447137,0.29937496367482397,-0.19249382349614183,-0.08710222440838958,1.0,0.034211893133698774,0.17566978626858773
ASV_020,-0.26935999763524465,-0.07549200546187745,-0.2340939485420604,-0.33204883233101,0.04119532563123267,-0.1630962268060678,0.013732052719752969,-0.5020677594472097,0.4646676996531932,0.6596866571563671,0.07350854693261391,-0.3474940154687738,0.09368465177495022,0.5557778826288368,-0.4527732385908409,0.5183883834018526,-0.06706606251609434,0.11711209983487213,0.034211893133698774,1.0,0.24802195263150734
ASV_021,-0.03847609387349576,0.42542948886430487,-0.09520558364504765,-0.08644263912245248,0.18161423243596875,-0.5340023992043105,-0.46465964852929786,-0.45450545442139734,0.1140754311773391,0.436608302269527,-0.42642851879984606,-0.1846456323525939,-0.2035461069816649,0.4351004665401364,0.2302547274415818,0.70871509225389,-0.3134853726339608,-0.25902769427616223,0.17566978626858773,0.2480219526315073,1.0
