,ASV_001,ASV_002,ASV_003,ASV_004,ASV_005,ASV_006,ASV_007,ASV_008,ASV_009,ASV_010,ASV_011,ASV_012,ASV_013,ASV_014,ASV_015,ASV_016,ASV_017,ASV_018,ASV_019,ASV_020,ASV_021
ASV_011,-0.34987633725413686,-0.09161465166036589,0.2092066835773629,-0.14275144314914034,-0.6392627871571888,0.5852906081566664,0.18319100048255718,0.2655709472606155,0.5211279674556585,-0.34568670880875,1.0,0.06802474741777989,-0.13438482437904428,-0.05927851031811673,0.1794138837483267,-0.3704524565997876,0.08036113384239978,0.10579553830851225,0.011510064647526427,0.08149486332628043,-0.6372420478361117
ASV_012,-0.3125924691534337,-0.29278342861989176,-0.42784821117749994,0.23762177608442966,-0.34849215996623933,0.015342080222240153,-0.17351969219416905,0.8929011938368894,0.20617202717086797,-0.426376445106138,0.06802474741777989,0.9999999999999998,0.38746964051372196,-0.31434825369800823,0.30708903352849803,-0.47430115448375054,-0.30520392579031463,0.14637806058340483,0.23833022195176284,-0.3273148996026299,-0.12732162912578815
ASV_013,0.14523652530001388,0.09735851389800769,-0.19491113991084943,0.07751469333093325,0.2014351521770358,-0.08171576952936385,-0.1450734104740625,0.40213304984983245,-0.3546666483778852,-0.2837887139553989,-0.13438482437904425,0.3874696405137219,1.0,-0.3845983308077201,-0.01225036328643706,-0.4218174331423862,-0.11173190218089406,0.04567110070827056,-0.19707101227908727,-0.49411192917134733,-0.2744944152523349
ASV_014,-0.14107097348851017,0.28387535411958204,0.4980403805477695,-0.34363798988617983,-0.1567711399300665,-0.14278412046850614,-0.04055053509955024,-0.24060078898262494,0.11943086279605193,0.3741388599170332,-0.05927851031811672,-0.31434825369800823,-0.3845983308077201,1.0,-0.18909160012240908,0.28344370526967344,0.01624002794224358,0.1448827468379699,0.19470511362446916,0.05682865677133527,0.21123576482089565
ASV_015,-0.44428721364273477,-0.35459206561425377,0.07692514343634092,0.35058919686845014,-0.23632167946738533,0.08269366449222318,-0.37063724786010405,0.34043875283685143,0.05377764291366415,-0.3306805078478273,0.1794138837483267,0.307089033528498,-0.012250363286437058,-0.18909160012240908,1.0,-0.1510083300327128,-0.09309916458414008,-0.04190023678429141,0.35330261482585573,-0.3653815015672536,0.04046009136911338
ASV_016,-0.19399429747762525,-0.030244440128835162,0.07327062456141377,-0.0016183357497155085,0.18896527327804097,-0.27748107743747075,-0.1381834378044283,-0.6096032929128888,0.044214147213451724,0.4639794751209106,-0.37045245659978754,-0.47430115448375054,-0.4218174331423861,0.2834437052696735,-0.1510083300327128,1.0,0.4307767607477463,-0.24599054411672508,0.20293610087839828,0.5824116601168524,0.6075134644855559
ASV_017,-0.17360208759027462,-0.03571681317347161,0.005524043518302203,-0.2191610057228767,-0.07123681561823914,0.3510544538151785,-0.22963478887351577,-0.11091452232701471,0.1796336433698497,-0.06692080334603391,0.08036113384239976,-0.3052039257903146,-0.11173190218089406,0.016240027942243575,-0.09309916458414008,0.4307767607477463,0.9999999999999998,-0.2958335737542946,-0.26898395393008556,0.2939647406904087,-0.04408669369020095
ASV_018,0.025913265936213195,-0.2083164647867583,0.2076516876885785,0.05169671650238284,-0.3559678423012694,-0.03707452064556019,0.15336434289680362,0.1850920092942864,0.057413113125222036,-0.14710516386427927,0.10579553830851225,0.14637806058340486,0.045671100708270566,0.1448827468379699,-0.04190023678429141,-0.24599054411672508,-0.2958335737542946,1.0,-0.09731273688862922,-0.018191953241541253,-0.22158809093953413
ASV_019,-0.5285756856429789,-0.3137848505628911,0.039260391948320615,0.5369801099551196,-0.20756221185198953,-0.12303013181451866,-0.10113158127273295,0.03849359271439243,0.38995692722841707,0.012634066483285116,0.011510064647526427,0.23833022195176284,-0.19707101227908724,0.19470511362446918,0.35330261482585573,0.20293610087839828,-0.2689839539300855,-0.09731273688862922,1.0,0.08596969876232678,0.2357901964415923
ASV_020,-0.1435149980988517,-0.23696064276374432,-0.21294504123122435,0.019736336174585114,-0.2413993436521142,0.06821007950541866,-0.004778114813896221,-0.45291244968334665,0.45548437345807763,0.32528196533494397,0.08149486332628043,-0.3273148996026299,-0.4941119291713473,0.05682865677133527,-0.3653815015672535,0.5824116601168524,0.29396474069040873,-0.018191953241541253,0.08596969876232678,1.0,0.2348890714591881
ASV_021,-0.01869038422408804,0.2295610717216154,-0.11341501412782203,0.04346402275992293,0.26477335044955197,-0.672059514427174,-0.359859706300774,-0.368440878628886,-0.2829807561322025,0.5329109057360956,-0.6372420478361116,-0.12732162912578815,-0.27449441525233487,0.21123576482089565,0.040460091369113375,0.6075134644855559,-0.04408669369020095,-0.22158809093953413,0.2357901964415923,0.2348890714591881,1.0
